Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
0.13,0.063,0,2,0,0.06,0.055,0,1,0.0,2,1,1,2,0.4,0,2,2,1,Low
0.19,0.083,0,1,1,0.08,0.054,2,1,0.01,1,2,0,2,0.4,0,1,1,1,Low
0.15,0.088,1,2,1,0.04,0.067,2,1,0.01,2,0,0,2,0.4,0,1,0,0,Low
0.15,0.079,1,2,1,0.1,0.079,2,1,0.02,1,2,0,1,0.4,0,0,1,1,Low
0.18,0.072,0,0,1,0.08,0.073,2,1,0.0,2,2,0,2,0.4,1,1,2,0,Low
0.08,0.064,0,2,0,0.07,0.082,0,1,0.0,0,2,1,1,0.1,1,2,2,0,Low
0.2,0.073,2,0,1,0.04,0.06,2,1,0.01,1,2,0,2,0.3,1,1,1,1,Low
0.25,0.063,2,1,0,0.06,0.089,0,1,0.01,2,0,0,1,0.4,0,1,1,1,Low
0.19,0.061,2,1,0,0.09,0.062,2,1,0.02,2,2,1,1,0.2,0,1,0,0,Low
0.12,0.079,2,2,0,0.08,0.073,2,1,0.02,2,2,0,1,0.4,0,1,2,1,Low
0.2,0.066,2,0,0,0.08,0.083,2,1,0.01,1,2,1,1,0.2,1,0,2,1,Low
0.15,0.081,1,1,1,0.07,0.075,1,1,0.01,2,0,1,0,0.1,0,2,1,1,Low
0.17,0.08,2,2,1,0.07,0.068,2,1,0.0,2,2,0,0,0.5,1,0,2,0,Low
0.21,0.07,1,1,0,0.08,0.073,1,1,0.0,0,2,1,1,0.4,0,0,2,1,Low
0.18,0.073,2,0,0,0.08,0.053,2,0,0.01,1,0,1,1,0.3,0,2,1,1,Low
0.16,0.068,2,0,0,0.07,0.083,0,1,0.02,1,0,1,2,0.2,0,1,2,0,Low
0.15,0.076,0,0,0,0.08,0.053,2,1,0.01,1,2,1,1,0.4,0,0,2,1,Low
0.21,0.07,2,0,1,0.05,0.062,2,1,0.02,1,0,1,1,0.2,0,1,2,0,Low
0.22,0.073,0,2,1,0.07,0.07,1,0,0.02,1,2,1,2,0.3,0,0,2,1,Low
0.13,0.077,2,2,1,0.08,0.068,1,1,0.03,0,2,0,1,0.3,0,1,2,0,Low
0.24,0.07,0,0,0,0.06,0.063,1,0,0.0,1,2,1,1,0.3,0,1,2,1,Low
0.19,0.067,2,1,1,0.08,0.055,2,0,0.0,2,0,0,2,0.4,0,1,2,1,Low
0.19,0.079,2,2,1,0.09,0.06,1,1,0.01,1,2,1,1,0.3,1,1,2,0,Low
0.18,0.082,1,2,0,0.09,0.073,1,1,0.02,1,2,1,2,0.4,0,0,2,0,Low
0.11,0.072,2,2,1,0.06,0.094,1,1,0.02,2,2,1,2,0.3,0,1,1,1,Low
0.18,0.078,1,0,1,0.09,0.083,2,1,0.02,1,2,0,0,0.2,0,2,1,0,Low
0.23,0.066,2,1,1,0.08,0.073,0,1,0.02,0,2,1,2,0.2,0,0,2,0,Low
0.24,0.068,0,1,0,0.06,0.084,2,1,0.01,1,0,1,2,0.4,0,1,2,0,Low
0.25,0.07,2,2,0,0.07,0.085,2,1,0.01,2,2,1,0,0.4,0,1,2,1,Low
0.2,0.066,2,0,1,0.06,0.091,1,1,0.0,2,0,1,0,0.5,0,1,0,1,Low
0.18,0.074,2,1,1,0.06,0.067,0,1,0.02,1,0,1,1,0.2,0,1,2,1,Low
0.11,0.094,2,1,1,0.08,0.066,0,0,0.01,0,1,1,1,0.4,0,1,2,0,Low
0.12,0.072,1,2,1,0.06,0.06,0,1,0.0,1,2,1,1,0.4,0,2,2,1,Low
0.2,0.063,2,2,1,0.04,0.086,1,1,0.0,0,2,1,1,0.3,0,0,2,1,Low
0.1,0.069,2,2,1,0.05,0.065,1,1,0.0,2,2,0,2,0.3,0,1,2,0,Low
0.17,0.061,0,2,0,0.07,0.063,1,1,0.01,2,2,1,2,0.4,0,0,1,0,Low
0.11,0.088,0,2,1,0.07,0.056,1,1,0.02,2,2,1,1,0.2,0,0,2,1,Low
0.19,0.077,0,2,1,0.05,0.086,0,1,0.0,2,1,1,0,0.4,1,1,2,1,Low
0.15,0.065,2,0,1,0.09,0.093,1,1,0.02,1,1,0,1,0.3,0,0,2,1,Low
0.13,0.08,2,2,0,0.09,0.076,2,1,0.0,0,2,1,1,0.2,0,1,2,0,Low
0.13,0.063,0,2,1,0.05,0.065,2,1,0.02,0,2,0,1,0.2,0,1,0,1,Low
0.14,0.062,2,0,1,0.07,0.079,1,1,0.02,2,2,0,2,0.2,0,1,1,0,Low
0.18,0.063,0,0,0,0.09,0.055,2,1,0.02,0,0,0,2,0.2,0,2,2,0,Low
0.12,0.082,0,2,1,0.06,0.096,0,1,0.0,1,1,0,2,0.4,1,0,2,1,Low
0.1,0.071,2,2,1,0.07,0.055,0,1,0.02,1,0,1,2,0.3,0,0,2,0,Low
0.14,0.079,2,2,1,0.08,0.051,2,1,0.0,2,0,1,0,0.4,0,1,2,1,Low
0.13,0.069,0,0,0,0.07,0.073,1,1,0.01,2,1,0,2,0.2,0,1,0,1,Low
0.2,0.066,2,2,1,0.06,0.055,1,1,0.01,0,0,1,0,0.3,0,2,1,0,Low
0.21,0.066,2,2,0,0.09,0.062,1,0,0.03,2,2,0,2,0.2,0,1,2,1,Low
0.14,0.069,2,2,1,0.06,0.089,0,1,0.02,0,0,0,2,0.5,0,1,1,0,Low
0.17,0.074,2,2,0,0.09,0.056,2,1,0.01,2,0,0,0,0.3,0,1,1,1,Low
0.25,0.069,1,2,1,0.05,0.063,2,1,0.01,0,2,0,1,0.2,0,1,2,1,Low
0.19,0.07,2,2,1,0.07,0.095,0,0,0.0,2,0,0,2,0.3,0,0,2,0,Low
0.18,0.063,0,0,0,0.08,0.082,2,1,0.01,0,2,0,0,0.1,0,1,2,1,Low
0.15,0.093,2,2,0,0.05,0.086,2,1,0.0,1,2,1,1,0.2,0,0,0,1,Low
0.2,0.073,0,0,0,0.05,0.07,0,1,0.01,1,0,1,0,0.2,0,1,1,1,Low
0.2,0.071,2,2,1,0.07,0.065,2,0,0.02,2,2,1,0,0.4,0,1,1,0,Low
0.26,0.088,1,1,0,0.1,0.067,1,1,0.0,1,1,0,2,0.3,0,1,0,1,Low
0.06,0.071,2,0,1,0.05,0.085,2,1,0.01,1,2,1,2,0.2,0,1,1,1,Low
0.11,0.072,1,2,0,0.08,0.094,0,1,0.01,1,1,1,2,0.2,0,1,2,1,Low
0.23,0.077,2,1,0,0.08,0.073,2,1,0.01,1,1,1,2,0.2,0,0,2,1,Low
0.14,0.068,0,0,0,0.05,0.051,0,1,0.01,0,2,1,1,0.5,1,1,1,1,Low
0.24,0.063,2,2,0,0.08,0.06,2,1,0.03,0,2,1,1,0.3,0,1,2,1,Low
0.24,0.067,2,2,0,0.1,0.064,1,1,0.01,1,2,1,2,0.2,1,0,0,0,Low
0.16,0.083,2,2,0,0.06,0.072,2,1,0.01,1,0,1,2,0.2,0,0,2,1,Low
0.16,0.076,2,1,0,0.07,0.088,0,1,0.0,1,2,1,2,0.2,0,2,2,1,Low
0.14,0.063,0,1,0,0.07,0.079,2,1,0.01,1,2,1,1,0.3,0,1,2,1,Low
0.12,0.079,2,1,0,0.09,0.08,1,1,0.01,0,2,1,2,0.2,0,0,1,1,Low
0.26,0.062,0,1,1,0.07,0.072,1,1,0.01,2,2,1,1,0.3,0,0,1,0,Low
0.24,0.068,2,1,1,0.07,0.07,1,1,0.01,1,1,1,1,0.3,0,0,2,1,Low
0.14,0.081,2,2,1,0.05,0.058,0,1,0.03,1,0,1,0,0.4,0,2,1,1,Low
0.22,0.079,1,2,0,0.07,0.075,1,1,0.01,1,0,0,1,0.3,0,1,2,0,Low
0.1,0.085,1,1,1,0.06,0.053,0,1,0.01,1,2,0,1,0.3,1,1,1,1,Low
0.17,0.06,1,1,1,0.07,0.061,2,1,0.01,1,2,1,2,0.4,0,2,2,0,Low
0.16,0.096,2,2,0,0.07,0.081,2,1,0.0,1,1,1,0,0.3,0,1,1,1,Low
0.25,0.065,1,2,0,0.06,0.064,2,1,0.01,2,2,0,0,0.4,0,0,2,1,Low
0.22,0.063,1,1,0,0.08,0.083,2,1,0.03,2,2,0,0,0.1,0,0,2,1,Low
0.16,0.079,2,2,0,0.08,0.089,2,1,0.0,1,0,0,1,0.4,0,1,2,1,Low
0.16,0.085,1,2,0,0.07,0.085,0,1,0.01,2,0,1,1,0.2,0,1,2,1,Low
0.18,0.072,1,2,1,0.08,0.079,2,1,0.01,2,0,1,2,0.4,0,1,1,1,Low
0.14,0.071,0,0,1,0.08,0.089,2,1,0.0,2,2,1,1,0.3,0,2,2,0,Low
0.07,0.084,2,0,0,0.07,0.067,2,1,0.01,2,2,0,1,0.3,0,0,2,1,Low
0.15,0.094,2,1,0,0.08,0.06,2,1,0.02,2,2,1,1,0.4,0,1,0,1,Low
0.16,0.067,0,2,0,0.09,0.08,2,1,0.01,1,0,1,1,0.3,0,1,2,0,Low
0.14,0.06,1,1,1,0.09,0.067,1,1,0.03,0,0,1,2,0.3,0,1,2,0,Low
0.11,0.068,1,0,1,0.08,0.05,1,1,0.02,1,0,0,2,0.4,0,1,2,0,Low
0.21,0.065,2,2,1,0.08,0.067,2,1,0.01,1,2,1,2,0.2,0,0,1,1,Low
0.12,0.064,2,1,0,0.05,0.067,2,1,0.03,1,2,0,2,0.2,1,1,2,1,Low
0.23,0.074,2,0,1,0.08,0.088,1,1,0.0,2,0,1,0,0.3,1,1,2,1,Low
0.22,0.071,2,2,1,0.08,0.056,1,1,0.0,2,0,1,1,0.2,0,2,2,1,Low
0.16,0.083,1,1,1,0.06,0.061,2,1,0.0,2,0,1,1,0.4,0,0,2,1,Low
0.12,0.072,2,2,0,0.06,0.05,0,1,0.01,1,2,1,2,0.3,0,0,2,1,Low
0.25,0.069,2,2,0,0.07,0.066,2,0,0.0,1,1,1,1,0.3,1,0,2,1,Low
0.18,0.061,2,1,0,0.07,0.067,1,1,0.02,0,2,1,2,0.4,0,1,2,1,Low
0.18,0.085,1,2,0,0.07,0.056,1,1,0.0,1,2,0,2,0.4,0,1,1,1,Low
0.16,0.062,1,1,0,0.07,0.089,0,1,0.0,2,2,1,1,0.3,0,1,0,0,Low
0.11,0.063,0,2,1,0.09,0.056,0,1,0.02,2,2,1,1,0.3,0,1,2,0,Low
0.28,0.066,2,2,0,0.1,0.052,1,1,0.0,1,0,1,2,0.3,0,1,2,1,Low
0.14,0.082,2,2,1,0.04,0.067,2,1,0.01,0,2,1,1,0.4,0,1,1,0,Low
0.26,0.076,1,1,1,0.08,0.088,1,1,0.02,1,1,1,2,0.4,0,1,2,1,Low
0.23,0.064,2,2,1,0.08,0.094,1,1,0.02,2,2,0,2,0.5,0,1,1,0,Low
0.21,0.066,0,2,1,0.06,0.076,1,1,0.03,1,2,0,1,0.1,0,1,1,0,Low
0.21,0.079,2,1,0,0.05,0.086,1,1,0.01,0,2,0,2,0.2,0,1,1,0,Low
0.14,0.093,2,1,1,0.05,0.075,1,1,0.0,2,0,1,0,0.3,0,1,1,1,Low
0.18,0.081,1,2,0,0.09,0.073,2,1,0.01,0,2,1,0,0.2,0,1,2,1,Low
0.16,0.087,1,2,1,0.1,0.096,2,0,0.01,1,0,1,2,0.1,0,0,1,1,Low
0.22,0.064,2,0,1,0.08,0.068,2,1,0.02,2,2,1,0,0.4,0,1,2,1,Low
0.17,0.065,0,2,1,0.06,0.085,2,1,0.01,1,2,0,1,0.3,0,1,2,1,Low
0.14,0.084,1,0,0,0.06,0.061,1,1,0.01,0,2,1,2,0.2,0,0,0,1,Low
0.08,0.066,0,0,1,0.08,0.083,2,1,0.0,1,2,0,2,0.4,0,0,2,1,Low
0.08,0.061,2,2,1,0.07,0.054,2,1,0.01,0,2,1,2,0.3,0,0,2,1,Low
0.18,0.068,2,2,1,0.08,0.076,0,1,0.02,0,2,1,1,0.3,0,2,2,1,Low
0.21,0.082,1,0,0,0.09,0.058,2,1,0.0,2,2,1,0,0.2,0,1,2,1,Low
0.19,0.062,0,2,1,0.09,0.094,2,1,0.0,0,1,1,1,0.4,0,2,2,0,Low
0.24,0.074,1,1,1,0.08,0.063,0,1,0.01,1,0,1,2,0.3,0,1,1,1,Low
0.22,0.071,0,2,0,0.06,0.079,0,1,0.01,1,1,1,2,0.3,0,1,2,1,Low
0.23,0.074,2,2,0,0.04,0.067,2,1,0.03,0,2,0,0,0.5,0,1,0,1,Low
0.15,0.067,0,2,1,0.08,0.089,1,1,0.0,0,0,1,1,0.4,0,1,1,0,Low
0.09,0.076,2,2,1,0.07,0.079,2,1,0.01,1,2,1,1,0.3,0,1,2,0,Low
0.19,0.065,2,1,1,0.06,0.096,2,1,0.02,2,0,0,1,0.2,0,2,2,1,Low
0.24,0.066,2,2,0,0.06,0.064,2,0,0.0,2,0,1,1,0.4,0,1,2,1,Low
0.21,0.076,2,2,1,0.05,0.067,2,1,0.01,0,1,0,2,0.3,0,1,1,1,Low
0.29,0.062,1,0,1,0.07,0.053,0,1,0.0,1,2,0,2,0.3,0,0,1,0,Low
0.19,0.071,2,2,1,0.07,0.091,2,1,0.03,0,2,1,0,0.1,0,1,1,0,Low
0.11,0.061,1,2,1,0.07,0.09,0,1,0.0,2,0,1,1,0.3,0,1,2,0,Low
0.2,0.081,1,2,1,0.06,0.061,1,0,0.0,1,2,1,2,0.4,1,1,2,0,Low
0.14,0.078,2,0,1,0.08,0.085,2,1,0.02,1,2,0,0,0.4,0,1,2,1,Low
0.2,0.073,2,2,0,0.08,0.099,1,1,0.01,2,2,0,2,0.3,0,1,2,1,Low
0.15,0.069,0,1,0,0.09,0.079,1,1,0.01,2,2,0,2,0.2,0,1,1,0,Low
0.23,0.071,2,0,0,0.08,0.05,2,1,0.0,0,2,1,2,0.2,0,1,0,0,Low
0.22,0.065,1,0,1,0.06,0.085,2,1,0.02,0,2,1,2,0.3,1,2,2,0,Low
0.2,0.086,1,0,0,0.06,0.096,2,1,0.01,0,1,1,1,0.2,1,1,0,1,Low
0.13,0.081,2,0,0,0.06,0.053,1,1,0.02,1,2,1,2,0.4,0,1,2,1,Low
0.21,0.07,1,1,1,0.08,0.084,2,1,0.01,0,0,1,2,0.3,1,2,2,1,Low
0.14,0.081,2,2,0,0.09,0.081,2,1,0.01,1,0,0,0,0.3,0,2,2,0,Low
0.14,0.078,0,2,1,0.07,0.076,2,1,0.0,0,2,1,0,0.2,1,0,2,0,Low
0.19,0.062,0,1,1,0.08,0.06,2,1,0.01,1,2,1,2,0.2,0,0,0,0,Low
0.06,0.084,2,2,1,0.06,0.088,2,1,0.01,1,2,0,2,0.5,0,2,1,1,Low
0.21,0.079,1,2,1,0.07,0.084,1,1,0.02,2,2,0,1,0.3,0,1,2,1,Low
0.07,0.068,0,2,0,0.09,0.074,2,1,0.01,1,0,1,2,0.3,0,1,2,0,Low
0.25,0.064,2,1,1,0.08,0.091,2,1,0.01,1,1,1,2,0.5,0,0,2,1,Low
0.13,0.073,2,0,1,0.07,0.06,0,1,0.0,0,0,1,1,0.3,0,0,2,0,Low
0.22,0.076,0,1,1,0.07,0.083,1,1,0.0,1,2,1,2,0.1,0,0,2,1,Low
0.2,0.06,1,0,0,0.07,0.082,0,1,0.02,1,0,1,2,0.4,1,1,2,1,Low
0.14,0.086,1,2,1,0.1,0.078,2,1,0.03,2,0,0,0,0.4,1,1,2,0,Low
0.14,0.089,1,0,0,0.06,0.059,1,1,0.02,1,0,1,1,0.5,0,2,1,1,Low
0.2,0.067,0,1,0,0.08,0.082,2,1,0.03,1,0,1,1,0.4,1,1,2,1,Low
0.2,0.071,2,2,1,0.05,0.075,1,1,0.0,2,2,0,2,0.4,0,1,2,1,Low
0.22,0.072,2,1,1,0.09,0.065,0,1,0.0,2,2,1,1,0.3,0,1,1,1,Low
0.18,0.064,2,0,1,0.09,0.089,1,1,0.01,2,0,0,1,0.3,0,1,1,1,Low
0.22,0.062,2,2,1,0.08,0.064,2,1,0.0,1,2,1,1,0.3,0,2,2,0,Low
0.09,0.087,1,2,1,0.06,0.064,2,1,0.01,0,2,1,1,0.2,0,1,2,0,Low
0.22,0.066,2,2,1,0.06,0.097,1,1,0.0,0,1,1,1,0.3,0,1,1,0,Low
0.13,0.085,1,2,0,0.06,0.096,1,1,0.01,1,0,1,2,0.5,0,2,0,1,Low
0.26,0.067,0,1,1,0.08,0.097,2,1,0.02,2,2,1,1,0.0,0,1,1,0,Low
0.16,0.078,2,0,0,0.1,0.099,1,1,0.0,1,2,1,2,0.4,0,1,0,0,Low
0.11,0.087,1,2,0,0.08,0.053,0,1,0.01,2,2,1,2,0.3,0,1,2,0,Low
0.21,0.066,1,0,1,0.07,0.068,0,1,0.02,1,2,1,2,0.1,0,1,2,0,Low
0.2,0.08,2,0,1,0.07,0.058,1,0,0.0,2,2,1,1,0.2,0,0,2,0,Low
0.27,0.064,1,2,1,0.05,0.07,2,1,0.0,1,0,1,2,0.4,0,1,2,0,Low
0.18,0.078,1,1,1,0.08,0.077,2,1,0.02,2,0,0,1,0.4,0,0,2,0,Low
0.27,0.062,0,2,0,0.06,0.053,1,1,0.01,2,2,1,2,0.2,0,1,1,1,Low
0.07,0.088,0,0,1,0.06,0.071,2,1,0.0,1,2,1,2,0.3,0,1,1,0,Low
0.28,0.06,1,2,1,0.05,0.07,1,1,0.0,1,2,0,1,0.5,0,1,2,1,Low
0.15,0.075,0,2,0,0.05,0.094,1,0,0.01,1,2,1,0,0.3,1,1,1,0,Low
0.24,0.06,2,2,1,0.05,0.068,2,1,0.0,2,1,1,1,0.3,0,2,2,0,Low
0.23,0.06,0,2,1,0.09,0.056,1,0,0.0,1,2,0,0,0.4,0,1,1,0,Low
0.21,0.074,2,0,0,0.06,0.066,1,1,0.01,2,0,0,0,0.4,0,1,2,1,Low
0.1,0.098,1,2,1,0.06,0.065,2,1,0.01,1,0,0,2,0.2,0,1,2,1,Low
0.16,0.068,2,0,1,0.08,0.071,2,1,0.01,0,0,0,1,0.3,0,1,1,1,Low
0.19,0.07,0,2,1,0.08,0.068,0,0,0.01,1,2,1,2,0.3,0,0,2,0,Low
0.21,0.072,2,1,1,0.08,0.056,2,1,0.0,1,2,1,1,0.4,0,1,2,1,Low
0.2,0.062,1,1,0,0.06,0.092,0,1,0.02,2,2,1,2,0.3,0,2,1,1,Low
0.15,0.076,2,2,1,0.06,0.084,1,1,0.0,2,0,1,1,0.3,0,0,2,0,Low
0.09,0.076,2,2,1,0.09,0.071,2,1,0.01,2,0,1,1,0.3,0,0,2,1,Low
0.17,0.082,2,1,0,0.1,0.094,2,1,0.01,0,0,0,1,0.3,0,1,1,0,Low
0.23,0.072,1,2,1,0.07,0.084,0,1,0.0,2,2,1,2,0.4,0,1,2,1,Low
0.09,0.082,2,2,1,0.08,0.072,2,1,0.02,2,2,0,2,0.3,0,2,2,1,Low
0.17,0.071,1,0,1,0.06,0.078,1,1,0.0,2,2,1,2,0.4,0,0,2,0,Low
0.21,0.075,2,1,1,0.08,0.075,0,1,0.01,2,2,0,0,0.2,0,1,1,1,Low
0.1,0.06,2,2,0,0.09,0.085,2,1,0.0,2,0,1,2,0.4,0,2,2,1,Low
0.14,0.063,2,2,1,0.08,0.064,0,1,0.01,1,2,1,1,0.3,0,1,1,1,Low
0.16,0.076,0,0,1,0.06,0.055,2,0,0.01,1,2,1,2,0.1,0,2,2,1,Low
0.15,0.067,2,0,1,0.06,0.074,0,1,0.0,0,2,1,2,0.2,0,2,2,0,Low
0.2,0.066,2,2,1,0.07,0.094,1,1,0.0,2,1,1,1,0.4,0,1,1,0,Low
0.16,0.068,2,1,1,0.1,0.064,2,1,0.02,0,1,1,0,0.2,0,1,1,1,Low
0.23,0.08,2,1,1,0.06,0.056,2,1,0.03,2,2,1,2,0.2,1,1,2,1,Low
0.21,0.069,2,2,1,0.05,0.062,0,1,0.02,1,2,1,2,0.3,0,1,2,1,Low
0.24,0.076,1,2,0,0.05,0.078,0,1,0.01,2,2,0,1,0.4,1,1,1,1,Low
0.22,0.076,2,1,0,0.09,0.076,2,1,0.02,1,0,1,1,0.5,0,1,0,0,Low
0.12,0.089,2,0,0,0.08,0.091,2,0,0.01,1,0,1,1,0.2,0,1,2,1,Low
0.21,0.072,2,0,0,0.07,0.078,1,0,0.0,0,2,1,1,0.1,1,1,2,0,Low
0.21,0.083,0,1,1,0.07,0.089,1,0,0.0,1,1,1,1,0.2,0,0,1,0,Low
0.22,0.063,2,2,1,0.07,0.099,1,1,0.03,2,2,0,1,0.4,0,1,1,1,Low
0.23,0.069,2,0,1,0.06,0.06,2,1,0.02,1,0,0,0,0.4,0,1,2,1,Low
0.09,0.072,2,0,1,0.1,0.091,2,0,0.01,0,2,1,1,0.2,0,1,0,0,Low
0.2,0.075,2,2,1,0.09,0.082,0,1,0.0,1,1,1,2,0.5,0,0,1,0,Low
0.18,0.069,2,0,1,0.1,0.085,2,1,0.02,0,2,0,2,0.0,0,0,1,0,Low
0.14,0.073,2,0,0,0.08,0.058,2,1,0.02,1,0,1,0,0.2,0,0,1,1,Low
0.08,0.086,2,0,0,0.06,0.05,0,1,0.01,2,2,1,2,0.2,0,0,2,1,Low
0.05,0.092,2,2,1,0.09,0.052,2,1,0.02,0,2,0,1,0.4,1,0,1,0,Low
0.12,0.085,2,0,1,0.06,0.082,2,1,0.01,0,2,1,1,0.2,0,1,0,1,Low
0.21,0.073,1,2,1,0.09,0.06,0,1,0.02,2,2,1,2,0.3,0,0,2,1,Low
0.19,0.08,0,2,1,0.09,0.054,2,1,0.0,1,2,1,0,0.2,0,2,1,1,Low
0.16,0.08,0,2,0,0.08,0.055,0,0,0.0,1,2,1,2,0.6,0,0,1,1,Low
0.2,0.086,2,1,1,0.07,0.053,2,1,0.01,1,0,1,0,0.2,0,1,2,1,Low
0.19,0.068,2,2,1,0.06,0.098,1,1,0.02,1,2,1,2,0.1,0,1,1,0,Low
0.23,0.068,2,2,1,0.08,0.08,2,1,0.01,2,1,1,1,0.1,0,1,2,0,Low
0.16,0.083,1,2,0,0.06,0.057,2,1,0.0,0,1,1,2,0.4,1,1,2,0,Low
0.21,0.066,2,2,1,0.07,0.052,0,1,0.01,2,2,1,1,0.3,0,1,0,0,Low
0.19,0.069,2,2,1,0.07,0.084,2,1,0.02,2,2,1,1,0.4,0,1,2,1,Low
0.23,0.072,1,2,1,0.04,0.066,1,0,0.03,1,2,0,2,0.4,0,2,2,0,Low
0.17,0.067,1,2,0,0.09,0.063,0,1,0.01,1,0,1,0,0.4,0,0,0,1,Low
0.17,0.065,0,0,0,0.09,0.055,2,1,0.01,2,2,1,2,0.2,0,1,2,1,Low
0.1,0.1,1,2,0,0.05,0.093,1,1,0.02,2,1,1,1,0.1,0,1,0,0,Low
0.16,0.088,1,2,0,0.07,0.055,2,1,0.03,1,1,1,1,0.3,0,2,2,1,Low
0.22,0.079,1,2,0,0.1,0.057,1,1,0.01,2,0,1,2,0.2,0,1,2,1,Low
0.21,0.065,0,0,0,0.07,0.088,1,1,0.02,1,2,0,1,0.1,0,1,2,1,Low
0.18,0.084,2,2,1,0.07,0.065,2,1,0.02,2,2,1,0,0.3,0,1,2,0,Low
0.19,0.072,2,1,1,0.08,0.058,2,1,0.0,2,1,1,1,0.3,0,1,2,0,Low
0.1,0.076,2,1,0,0.04,0.068,2,1,0.01,0,1,0,1,0.6,0,0,2,1,Low
0.11,0.094,2,2,0,0.09,0.066,2,0,0.02,1,0,0,2,0.2,0,1,1,1,Low
0.18,0.082,0,1,1,0.06,0.089,0,1,0.0,2,2,0,2,0.1,1,0,1,1,Low
0.15,0.074,1,0,0,0.1,0.099,1,0,0.0,1,2,0,1,0.3,0,0,1,1,Low
0.26,0.074,1,1,0,0.05,0.089,1,1,0.03,0,0,0,0,0.2,0,1,2,1,Low
0.15,0.088,1,1,1,0.08,0.071,2,0,0.01,1,1,0,2,0.2,0,2,1,1,Low
0.18,0.072,1,1,1,0.05,0.061,1,1,0.01,2,2,0,0,0.4,0,0,1,1,Low
0.07,0.098,2,2,0,0.07,0.054,0,1,0.0,2,0,0,1,0.2,0,1,2,0,Low
0.25,0.061,2,2,0,0.07,0.081,0,1,0.0,2,2,1,2,0.4,0,1,1,0,Low
0.27,0.063,2,1,1,0.07,0.08,0,1,0.01,2,0,0,1,0.3,0,1,1,1,Low
0.15,0.083,2,2,1,0.07,0.057,1,1,0.0,2,2,0,2,0.3,0,2,2,1,Low
0.22,0.061,0,2,0,0.08,0.088,1,1,0.01,2,0,1,1,0.4,0,1,2,0,Low
0.14,0.06,2,2,1,0.07,0.091,2,1,0.01,1,0,0,0,0.3,0,2,2,1,Low
0.12,0.069,0,2,1,0.07,0.092,1,1,0.01,2,2,1,1,0.3,0,0,2,0,Low
0.19,0.078,2,2,1,0.09,0.074,1,1,0.02,1,2,1,2,0.5,0,1,1,0,Low
0.1,0.073,2,2,1,0.08,0.093,0,1,0.03,1,2,1,2,0.2,1,1,1,1,Low
0.17,0.075,0,1,1,0.07,0.069,2,1,0.01,0,2,1,2,0.4,0,1,2,1,Low
0.14,0.07,2,2,1,0.09,0.088,1,1,0.0,0,2,0,2,0.4,0,0,1,0,Low
0.17,0.064,0,1,1,0.07,0.074,1,1,0.02,2,1,1,2,0.2,0,2,2,0,Low
0.21,0.063,2,1,0,0.08,0.074,2,1,0.0,1,2,1,0,0.3,0,1,2,0,Low
0.23,0.067,2,2,0,0.08,0.071,0,1,0.02,2,2,1,1,0.4,0,0,1,0,Low
0.15,0.068,2,0,0,0.05,0.095,0,1,0.01,2,2,0,2,0.2,1,0,2,0,Low
0.24,0.071,2,2,1,0.07,0.081,2,1,0.0,1,2,0,2,0.3,0,1,2,1,Low
0.11,0.089,2,2,1,0.05,0.063,2,1,0.0,2,2,1,1,0.2,0,0,2,0,Low
0.2,0.071,2,2,1,0.09,0.066,2,1,0.01,2,1,0,0,0.5,1,0,2,0,Low
0.24,0.067,1,0,0,0.08,0.084,0,1,0.0,1,2,1,1,0.1,0,0,2,0,Low
0.21,0.071,2,2,0,0.08,0.054,0,1,0.01,2,2,0,1,0.3,0,1,2,1,Low
0.07,0.064,0,0,0,0.06,0.081,2,1,0.02,1,1,0,2,0.3,0,2,1,0,Low
0.25,0.063,0,1,1,0.08,0.063,2,1,0.0,2,0,0,2,0.1,1,2,2,0,Low
0.09,0.067,2,0,1,0.08,0.054,2,1,0.03,2,0,0,2,0.5,0,0,1,1,Low
0.22,0.062,0,2,0,0.06,0.054,2,1,0.03,1,2,0,1,0.3,0,2,2,1,Low
0.12,0.072,2,2,1,0.08,0.079,0,1,0.01,0,2,1,2,0.3,0,0,0,1,Low
0.17,0.064,2,0,0,0.08,0.08,2,1,0.0,0,0,1,2,0.2,0,2,2,0,Low
0.17,0.081,0,1,1,0.09,0.068,0,1,0.01,1,1,0,2,0.3,0,0,2,0,Low
0.11,0.089,1,0,0,0.09,0.069,1,1,0.01,1,1,1,1,0.3,0,1,2,1,Low
0.15,0.068,2,2,1,0.05,0.067,2,1,0.03,2,0,0,0,0.4,0,2,1,1,Low
0.2,0.081,2,1,0,0.08,0.069,2,1,0.01,2,2,0,1,0.2,0,1,2,0,Low
0.17,0.089,1,0,0,0.08,0.062,2,1,0.01,1,0,1,2,0.1,0,1,1,1,Low
0.11,0.097,2,2,1,0.07,0.068,1,1,0.0,1,2,0,0,0.2,0,1,1,0,Low
0.17,0.077,1,2,1,0.05,0.059,2,1,0.02,2,0,0,1,0.4,0,1,2,1,Low
0.28,0.062,1,0,0,0.08,0.085,2,1,0.02,1,0,1,2,0.3,0,1,1,0,Low
